vehicle_id,timestamp,x_position,y_position,speed,vehicle_density,mobility_pattern,RSU_id,link_quality_dB,bandwidth_MHz,URLLC_flag,interference_dB,tx_power_mW,rx_power_mW,residual_energy_J,energy_consumed_J,route_id,hop_count,end_to_end_delay_ms,throughput_Mbps,routing_stability,reward_value,optimal_action
V1441,1342,46.26229567,4.836271105,14.90693156,85,highway,RSU_3,26.00725115,20,0,9.324616065,101.1019203,90.9012259,869.4631148,8.390091146,R3,7,16.66123192,30.87251469,stable,1.76905419,next-hop
V1442,1343,86.82725054,82.04875845,22.34658356,66,rural,RSU_3,38.29708205,25,1,14.62196919,132.1774716,106.9052878,857.8933726,1.460359349,R4,5,38.2094346,27.1549724,unstable,0.696084033,stay
V1443,1344,72.71690698,82.6340811,17.23306869,38,urban,RSU_2,18.63029217,25,0,6.485428564,143.9429843,104.4036485,844.7009308,1.064937825,R5,6,27.30317623,45.93798086,unstable,1.67186479,next-hop
V1444,1345,74.27065212,58.80004634,17.8144054,64,rural,RSU_3,22.29758977,20,0,11.64309985,81.28977989,62.56411549,638.3461717,2.019358461,R3,5,5.544133295,35.4535251,stable,6.37458865,next-hop
V1445,1346,42.54933344,35.31028889,11.69435787,56,rural,RSU_1,22.60686625,10,0,13.47186502,179.9508113,53.60123471,786.6834947,8.86548527,R8,5,22.06269225,23.88152203,stable,0.993784306,next-hop
V1446,1347,34.59349925,79.97833644,16.37376942,73,highway,RSU_4,15.75145781,10,0,4.420737312,141.5304671,109.5392028,880.7888954,5.803496678,R5,9,34.01514937,32.31061909,unstable,0.891854118,stay
V1447,1348,37.1038763,55.46870248,16.76962493,25,highway,RSU_2,15.90683087,10,0,14.90285334,98.86519081,55.29124629,818.7959725,6.346911656,R7,7,33.65181297,12.02266388,unstable,0.293797337,stay
V1448,1349,98.76495637,82.59323086,22.66606304,33,highway,RSU_3,38.81982068,10,0,12.52202665,88.0751975,77.5317884,902.1528603,8.579849215,R5,2,7.42499214,20.38747491,stable,2.659992281,next-hop
V1449,1350,4.010919141,63.14587926,28.51599998,23,urban,RSU_5,29.27731522,25,0,3.788335355,87.58391566,56.59579597,843.9411825,1.455812246,R8,2,46.80108196,38.12815475,stable,0.800127204,stay
V1450,1351,86.70314961,78.44054732,13.23303194,74,urban,RSU_4,22.66620804,15,0,6.041501107,110.9172184,89.48340973,637.224944,4.483963383,R1,7,16.11459809,30.30773604,stable,1.83592313,next-hop
V1451,1352,57.86754086,59.85629932,6.055011715,53,rural,RSU_2,24.46686652,20,0,10.1246105,139.9150578,75.43355018,576.5282724,6.787813235,R3,3,45.11867513,19.14227654,stable,0.356386908,stay
V1452,1353,43.86154192,41.41410682,17.40737814,46,urban,RSU_5,32.87107322,10,0,13.50393091,183.2287443,64.17455325,815.9894932,4.642121479,R3,9,14.60365007,21.30340575,stable,1.412351465,next-hop
V1453,1354,72.52576604,95.79458599,18.6115333,26,highway,RSU_5,24.16293009,25,1,4.532861794,188.3558512,91.66173678,879.8791904,1.289171806,R3,9,30.55326279,41.44022375,stable,1.34343556,next-hop
V1454,1355,48.66689414,54.11138249,9.211013778,22,urban,RSU_3,20.69401008,15,0,11.50567257,179.8793504,75.43742529,571.1614762,6.858492888,R6,4,23.27361387,29.33973513,stable,1.19205879,next-hop
V1455,1356,87.34232381,60.50895185,24.01161516,66,urban,RSU_2,17.54593354,20,0,5.518424172,119.4276162,61.67517762,587.4102289,4.522611651,R9,4,31.16071774,15.74402182,stable,0.460026104,stay
V1456,1357,90.0701864,22.04876394,29.62322771,21,urban,RSU_3,33.22332529,20,0,12.47041386,116.7869302,99.00604888,506.0346736,1.172881015,R6,7,27.40382664,18.35658134,stable,0.658125863,stay
V1457,1358,42.17209269,62.56507894,28.64436793,99,urban,RSU_1,19.51412542,20,1,10.88474635,198.4950014,108.5765817,765.8745905,2.534665453,R5,9,5.092128988,26.054758,stable,5.091326168,next-hop
V1458,1359,27.68277972,57.16076495,9.927650971,44,highway,RSU_5,16.74120675,10,0,8.797817451,161.7536756,69.16197998,771.1455239,2.958239646,R1,7,20.80995687,39.32769055,stable,1.860267294,next-hop
V1459,1360,59.23503286,18.48383979,26.884081,79,highway,RSU_1,25.67386114,20,1,10.44825751,116.594233,63.04975321,750.0378959,5.595542545,R2,5,5.504772035,49.88481929,stable,9.00614905,next-hop
V1460,1361,91.23633456,5.958709735,22.61234091,98,rural,RSU_3,15.98927405,10,0,13.39378819,119.4896183,55.26763034,658.0050094,2.677374109,R1,9,35.75149406,13.35922112,stable,0.34689515,stay
V1461,1362,21.0662189,60.43593197,16.3461641,43,rural,RSU_4,39.12495146,15,0,7.023536178,132.1573327,86.95314875,713.9056172,4.251945452,R6,3,43.40731123,38.97180601,stable,0.855297178,stay
V1462,1363,62.29665836,76.36922694,18.51527486,34,rural,RSU_5,30.68232419,25,0,12.00025234,154.6168037,108.190559,883.1183852,7.755991872,R3,3,22.31215078,32.77487822,stable,1.391365177,next-hop
V1463,1364,63.15602201,52.34013709,26.24000437,33,urban,RSU_4,18.81742026,25,1,4.065770653,187.7574992,67.55529265,590.8984406,8.269479004,R5,6,28.61609169,28.90368575,stable,0.927355292,stay
V1464,1365,73.31130224,22.67726253,17.00337349,73,urban,RSU_2,19.31135216,25,1,11.11541235,103.7968544,82.24464401,600.7739433,8.158716827,R6,2,7.962680623,48.49056737,unstable,6.008141865,next-hop
V1465,1366,13.15676851,66.65219767,14.33018423,97,highway,RSU_5,29.24571201,20,1,11.75854571,90.12840772,61.25624174,833.4891324,7.255745654,R5,8,22.3338834,19.52390974,stable,0.801625926,stay
V1466,1367,71.58249647,8.010572661,17.33118733,25,rural,RSU_1,23.91414393,25,0,7.758970058,128.6902549,78.29405768,933.4504368,5.876310831,R3,7,11.24871829,12.96402094,stable,1.093725612,next-hop
V1467,1368,90.90325207,44.18337048,19.4782451,97,highway,RSU_4,34.3566686,15,1,12.31708737,109.4546579,51.08115753,670.1967341,5.955672648,R2,8,7.911582753,44.4918721,stable,5.564080603,next-hop
V1468,1369,17.96831089,16.33667584,9.726941344,37,rural,RSU_2,28.64516214,10,0,9.242343756,149.1239208,113.7510347,966.3721626,9.580488037,R2,7,12.74149164,8.091001566,stable,0.539207236,stay
V1469,1370,23.75433249,18.44590511,27.52269326,39,rural,RSU_5,25.83334689,25,1,14.17156717,163.9057805,97.36003265,528.8380368,8.900818715,R2,7,44.18797746,41.77038536,stable,0.856280277,stay
V1470,1371,97.1395094,20.22939492,21.85467372,81,rural,RSU_2,39.0745062,10,0,3.462063667,117.2883144,73.29696023,559.2596602,6.848057077,R4,7,49.19919815,31.51561969,stable,0.572091245,stay
V1471,1372,18.09769527,38.6707057,20.83172293,99,urban,RSU_1,24.76822641,10,1,3.700678541,162.2541547,111.6838782,729.9798097,5.216454494,R4,6,44.56463597,12.38017513,stable,0.225638131,stay
V1472,1373,85.43850934,5.115020562,7.487405655,59,rural,RSU_5,25.01527309,25,1,12.95155675,121.1776706,62.80507406,861.7426138,7.561633742,R3,4,48.63517123,15.23129712,stable,0.237558197,stay
V1473,1374,49.22778564,39.77934409,20.10434845,58,rural,RSU_2,31.64431053,25,0,12.95069657,156.1961768,55.51136123,685.4184824,1.564443078,R8,3,37.88630607,12.01282667,stable,0.30143126,stay
V1474,1375,24.72310744,51.17074471,8.024016556,71,urban,RSU_3,35.2369646,25,0,8.125921766,155.9672968,115.9835107,777.3736451,9.50147377,R4,8,12.18674749,37.32523438,unstable,2.967757705,next-hop
V1475,1376,87.07499013,48.3294285,6.96744188,51,rural,RSU_5,30.65537477,20,0,14.53150873,113.3791644,71.63118732,514.2853428,5.92821546,R8,4,30.34267039,11.6290021,stable,0.323973569,stay
V1476,1377,44.5305255,38.27841004,18.18277239,92,urban,RSU_5,32.46525555,25,0,10.83206114,156.2867302,115.5181376,730.9171558,5.525114088,R3,2,37.92182313,35.66168937,stable,0.885149041,stay
V1477,1378,51.48173539,83.91466081,15.06963835,46,urban,RSU_5,24.32328921,20,0,14.77709221,125.7146115,94.63290435,621.2877672,3.617513439,R2,2,28.10582574,10.76676329,stable,0.346904281,stay
V1478,1379,35.92333694,14.53266924,19.72025675,71,highway,RSU_5,26.98742091,15,1,8.921140138,120.3745933,118.6030053,758.1844203,1.030505453,R8,7,29.96002553,41.10199654,unstable,1.361589522,next-hop
V1479,1380,59.29508514,50.56967438,7.230554201,82,urban,RSU_3,19.92587716,10,0,4.620973475,114.7145296,102.7400449,762.9166027,1.551188732,R6,9,31.37855428,46.37708506,stable,1.462474786,next-hop
V1480,1381,16.35238726,6.204141696,15.77457657,93,urban,RSU_1,32.00616227,15,0,7.777110651,121.4774312,57.38387068,876.579464,3.367076122,R2,8,26.00808977,30.16904127,stable,1.126316056,next-hop
V1481,1382,39.10815367,7.115567888,9.369667876,82,urban,RSU_3,20.53629851,25,0,14.74632895,174.409387,109.6560067,769.9208139,5.873916328,R7,2,18.07648099,48.47828167,stable,2.623103708,next-hop
V1482,1383,96.94123223,57.38658497,29.67750215,36,rural,RSU_3,15.03141988,10,0,6.815381389,109.4214577,60.35149658,807.1345864,1.752222852,R7,4,33.66613125,22.56711363,stable,0.652798738,stay
V1483,1384,25.81334327,56.60184249,19.02875531,68,highway,RSU_2,38.344053,25,0,14.44121363,161.8384886,98.4538324,764.8232909,9.74846808,R4,9,7.407877815,16.0071105,stable,2.063338013,next-hop
V1484,1385,65.67366645,87.80335128,22.18592152,42,rural,RSU_4,22.65038103,25,0,12.36127752,188.0744702,85.02852146,995.1887172,4.698647046,R8,8,12.6917261,12.97835403,unstable,0.97559737,next-hop
V1485,1386,32.51900642,55.78736757,13.13545702,91,urban,RSU_4,19.91580106,10,0,7.747382261,122.0514729,99.54075057,895.809681,3.846857269,R3,3,46.63676921,26.55335064,stable,0.530896567,stay
V1486,1387,77.34731257,95.97910204,7.368472869,32,urban,RSU_2,21.70366827,15,0,9.044323415,83.54144774,103.5492673,877.822514,5.726768319,R9,8,26.99673136,10.88361057,stable,0.34587781,stay
V1487,1388,13.08736607,4.86948484,29.39677157,42,highway,RSU_3,23.26119244,25,1,9.896708005,82.95272349,106.2565648,813.6297305,1.584879328,R5,6,41.97577151,44.41057828,stable,1.042156258,next-hop
V1488,1389,96.98210451,9.800768478,12.15647588,76,highway,RSU_2,26.86366066,10,0,10.6549591,96.7403466,108.4486093,764.1853497,8.654056062,R3,3,37.69433113,40.31444828,unstable,0.98296902,next-hop
V1489,1390,45.37895414,4.406586157,15.59520463,81,urban,RSU_5,16.73379178,15,1,2.997089816,93.20538117,109.3057165,672.3785698,5.142494217,R9,3,19.43190743,30.2953282,unstable,1.507625723,next-hop
V1490,1391,23.60504633,18.52768503,21.24659804,73,urban,RSU_2,16.31682891,20,1,14.13664468,169.77023,78.88020986,891.983963,2.605018703,R2,5,41.16420784,37.46583365,stable,0.884105398,stay
V1491,1392,7.349674733,54.12701109,5.617432442,39,rural,RSU_2,22.32276914,15,0,9.76099627,115.382086,112.2459651,594.8045832,2.455609865,R2,3,9.109509802,7.249563635,stable,0.771267584,stay
V1492,1393,16.97579051,64.55721814,25.25647826,71,urban,RSU_5,22.39415328,15,0,14.10493985,158.3011728,100.3706177,518.27445,4.248589184,R3,6,44.37402145,14.15830048,stable,0.276581437,stay
V1493,1394,51.97739486,4.558515795,18.41445475,42,rural,RSU_4,17.9411557,10,0,10.21468013,85.09465229,108.7279652,849.0860223,6.16026532,R9,5,35.62520006,32.95453518,stable,0.863431736,stay
V1494,1395,33.70031764,94.59708898,11.95542968,54,highway,RSU_5,25.11978986,15,1,7.603201357,115.4888331,119.2433947,572.4258484,4.752152721,R3,3,46.71825426,26.48612803,stable,0.519411644,stay
V1495,1396,82.88833659,84.21653767,6.540199632,86,rural,RSU_1,22.10071671,20,0,9.37006415,108.0975482,58.14903195,951.9130414,6.371176046,R5,5,45.29796801,32.2080341,stable,0.647314264,stay
V1496,1397,43.08875237,29.66124822,9.062460387,53,urban,RSU_2,15.65138882,20,1,12.78354256,113.2256612,75.94057884,885.3406935,7.349299704,R9,8,22.1117916,9.003606927,stable,0.333692775,stay
V1497,1398,24.87142726,7.718753023,27.37584647,52,rural,RSU_2,37.14301951,25,0,6.239635809,102.8861323,106.4582914,801.1221889,7.736398861,R6,3,43.55746348,34.35901511,stable,0.711456396,stay
V1498,1399,61.71449866,16.98870732,22.1506056,65,rural,RSU_4,37.15047545,20,0,14.43398074,154.1499225,56.041243,656.9623268,4.608600036,R6,2,30.33572324,41.16273157,stable,1.31082022,next-hop
V1499,1400,70.67772169,12.69444138,11.24754304,64,highway,RSU_3,20.22955632,25,0,8.057417571,159.5207444,87.85467458,818.9711795,7.453029804,R1,2,12.07014424,29.58238323,unstable,2.37634209,next-hop
V1500,1401,16.70419079,12.32837793,6.640019124,38,rural,RSU_5,19.0718057,20,0,14.43108103,97.81585886,110.0878571,738.4283449,2.273539179,R2,3,42.32978885,21.08331584,stable,0.475337394,stay
V1501,1402,16.76192163,51.85616887,22.26538281,34,urban,RSU_3,28.68231911,15,0,13.44983599,168.9375182,51.32938842,645.5742339,5.617865803,R9,8,45.85638914,12.85915356,stable,0.22424363,stay
V1502,1403,3.667142693,24.58474425,19.31019315,97,rural,RSU_1,30.76883757,25,0,11.97960543,110.0054572,115.7663229,972.5394885,1.652632452,R8,5,8.804624345,16.94097707,stable,1.907573603,next-hop
V1503,1404,73.64020151,35.81397165,15.11298811,85,rural,RSU_5,38.93856394,20,1,8.076691393,113.9507003,118.4701377,580.9447077,3.196950673,R2,6,46.87487798,28.51397843,stable,0.576330283,stay
V1504,1405,66.38045276,98.95053334,14.09028623,58,rural,RSU_1,24.43371142,15,1,9.630286876,179.4570007,72.55966508,876.6918747,6.248680205,R5,2,32.05692093,16.49830233,stable,0.452169685,stay
V1505,1406,47.46308757,68.43142489,10.4203569,37,urban,RSU_1,30.45500857,15,0,12.89438236,188.1399098,103.6753834,900.0192839,7.66378617,R5,5,6.165383693,40.00754918,stable,6.412422864,next-hop
V1506,1407,84.4170449,94.8980667,21.74028141,89,rural,RSU_1,36.95452615,25,0,9.072725424,178.9707576,58.90232719,975.8973041,1.857784271,R6,9,29.38075841,10.92834617,stable,0.353378048,stay
V1507,1408,80.5670153,14.2556555,29.26670069,78,urban,RSU_5,26.24884464,10,0,11.5964645,97.73153844,104.1004989,774.7082149,2.863628621,R4,6,40.85370654,28.23909197,stable,0.662588436,stay
V1508,1409,58.53543644,38.21394748,9.392881146,51,rural,RSU_5,18.05864378,15,1,12.27856766,199.9121162,83.70651766,767.4375805,9.927083931,R9,5,28.99316512,27.31847816,stable,0.842967721,stay
V1509,1410,86.82712805,55.47318033,19.9279155,40,highway,RSU_4,24.43618215,15,0,8.670238194,160.6586498,110.2191155,960.1446045,4.038918791,R5,3,36.82608143,11.25015185,stable,0.265104946,stay
V1510,1411,20.584121,7.675806189,15.60462639,59,highway,RSU_2,18.41417317,10,0,8.971217739,141.2802346,64.88244991,900.5466297,3.556366904,R4,2,44.58122293,49.77444113,stable,1.080925244,next-hop
V1511,1412,11.19196194,0.418744363,16.16721804,46,highway,RSU_3,15.41598661,25,0,4.571851324,194.5809689,97.08605673,881.8182398,1.767313824,R9,2,44.13926796,42.04109244,stable,0.934791512,next-hop
V1512,1413,26.97496115,67.04343338,11.353682,21,urban,RSU_3,33.78882641,20,0,5.18160931,178.0856475,105.0283422,894.5685271,7.253584888,R2,2,13.04914631,22.39396093,stable,1.643588747,next-hop
V1513,1414,5.708685609,64.18195168,25.62837189,99,urban,RSU_1,20.96059251,20,1,13.76426138,163.0091648,64.17445857,746.5905457,5.57428046,R2,3,24.22085113,35.82079425,stable,1.423181039,next-hop
V1514,1415,53.1169528,41.078881,17.1313901,58,urban,RSU_5,15.05017615,15,1,12.92428496,180.6076698,107.2801094,520.7093089,2.417957901,R3,6,10.00242796,37.24615397,unstable,3.699531715,next-hop
V1515,1416,93.66056923,48.9644076,18.5851463,75,rural,RSU_5,36.81080894,10,0,2.131593261,126.25599,117.0589851,599.1324418,6.696084102,R4,9,31.77940177,34.30168555,stable,1.012407669,next-hop
V1516,1417,3.934354067,41.54430006,12.61902282,32,urban,RSU_1,26.09472096,15,1,13.30203862,162.1326135,93.12550199,821.4960438,5.731843216,R9,6,47.9627038,24.46177758,unstable,0.452698219,stay
V1517,1418,12.2109914,2.400504484,9.545211642,75,urban,RSU_2,20.97149699,25,1,2.328053513,102.8696022,104.9395292,698.0829592,6.084507683,R5,7,13.18311378,44.83000992,stable,3.339717996,next-hop
V1518,1419,45.21990283,33.53716062,7.147759705,85,urban,RSU_3,21.56974931,15,0,7.957645238,198.5600762,87.28087016,803.3851242,9.95369325,R2,7,23.16336637,39.71981218,stable,1.615231618,next-hop
V1519,1420,93.38750175,17.70822554,22.85297852,97,urban,RSU_4,21.01344733,20,1,2.876625439,150.677804,91.86723527,775.8389514,1.257514551,R3,8,47.931206,29.39089794,unstable,0.600614056,stay
V1520,1421,31.6156105,9.84241891,9.905857042,75,highway,RSU_2,19.86390403,10,0,14.5947008,177.7084697,50.93467042,719.3301528,9.234749449,R8,2,38.75532019,5.115325348,stable,0.03964278,stay
V1521,1422,50.72348087,95.67204339,22.25188385,47,rural,RSU_5,36.03065561,25,0,14.64015033,128.8807857,86.70010868,617.3640107,8.577016854,R6,7,8.202626558,15.05184072,stable,1.74923239,next-hop
V1522,1423,4.157285905,59.9359725,14.75941115,83,highway,RSU_1,19.25829086,15,0,9.941322246,171.0306583,90.28946249,859.4799454,4.738085422,R5,8,24.2787005,27.89715658,unstable,1.101657439,next-hop
V1523,1424,14.8343201,72.86562842,15.39437002,90,rural,RSU_3,29.0463671,20,1,7.098663841,126.4861879,96.9033282,954.5225649,8.928517183,R4,6,49.45485747,45.45180756,stable,0.829771315,stay
V1524,1425,98.6630123,31.53637433,16.7294374,83,rural,RSU_1,16.93300612,15,0,8.655905753,150.8006104,61.85734262,884.9818595,6.837051181,R4,7,25.39591693,33.28794249,unstable,1.24238911,next-hop
V1525,1426,96.51186964,39.31471295,14.1927127,75,highway,RSU_5,38.7380344,20,1,11.90989117,173.3761779,66.89619837,560.0191181,9.00419065,R8,7,33.32306345,23.8038034,stable,0.62429228,stay
V1526,1427,0.493998093,23.69239939,7.515499431,60,urban,RSU_1,30.08284761,10,0,4.901508476,93.9768696,102.9203242,768.9748692,6.35257794,R6,2,36.54395155,7.156038855,unstable,0.132294283,stay
V1527,1428,95.18117854,9.696567097,12.74079525,60,highway,RSU_3,37.57881278,25,0,7.742392386,122.8143022,61.7347174,917.6830912,2.945343154,R5,6,34.87691254,31.87761023,stable,0.884549784,stay
V1528,1429,63.91199378,17.90316374,21.59335902,23,rural,RSU_1,24.94694449,15,1,11.58449297,145.3924339,79.12182507,795.4908911,6.185992456,R5,8,28.34233066,20.78384845,stable,0.671454802,stay
V1529,1430,86.79182945,79.75140453,21.64461004,76,rural,RSU_3,35.26680142,25,1,7.140102212,120.0797247,67.53431533,719.7845805,2.611560231,R6,2,10.97580594,29.18194013,stable,2.632635864,next-hop
V1530,1431,45.47398556,67.75458052,12.15560768,49,urban,RSU_1,36.34136199,10,0,2.415954787,117.1000682,88.16288725,642.2731749,2.267451349,R3,6,36.8786687,39.48987643,stable,1.048130855,next-hop
V1531,1432,51.55960286,54.6928876,16.50256566,65,highway,RSU_1,32.57373228,20,0,8.596127448,113.7996907,119.0809617,665.1953753,6.886551087,R7,5,46.99975427,41.16831598,stable,0.807060685,stay
V1532,1433,48.88465803,47.50898729,9.8361807,75,rural,RSU_3,17.32368666,10,0,11.58634511,107.3350186,109.6426528,621.078415,9.527289549,R1,2,47.37634913,43.89252078,stable,0.831191925,stay
V1533,1434,66.68642575,92.24342837,10.25930204,50,highway,RSU_1,15.40200216,10,0,14.69861332,181.8685475,68.8632038,597.8632257,6.296463813,R5,7,31.70252328,33.62209818,stable,0.997584956,next-hop
V1534,1435,13.96512548,7.273494778,5.57617721,26,urban,RSU_2,19.2139918,25,1,2.481599992,190.8426955,75.80282674,794.4325743,8.162088697,R6,8,27.14888701,45.75280527,stable,1.603634396,next-hop
V1535,1436,2.997358987,28.06008132,27.41866375,96,urban,RSU_4,17.95241892,10,0,9.018967828,164.0203338,114.3043508,754.6924018,2.515279269,R2,8,20.02824951,36.07826044,stable,1.77621584,next-hop
V1536,1437,30.79299416,34.99378536,10.26766663,73,rural,RSU_2,33.1284416,15,0,7.849202608,83.59994153,112.8806481,867.4165421,6.887893296,R2,8,9.660604491,40.27613419,stable,4.100232247,next-hop
V1537,1438,70.46807627,78.24258122,10.68834692,27,urban,RSU_4,28.92517052,20,0,5.151834261,174.3479834,61.23696269,653.9647687,7.596797243,R9,7,44.74030209,35.84670001,stable,0.725249237,stay
V1538,1439,20.18534521,99.25146202,11.99003582,74,rural,RSU_2,28.14877161,10,0,10.29091536,143.8327809,108.0489792,730.4120403,1.374530685,R2,2,11.16740393,44.23387162,stable,3.947235411,next-hop
V1539,1440,67.34324333,24.06705148,8.185201792,88,rural,RSU_4,21.32168251,15,0,4.127092407,170.9732105,70.83255334,840.1851095,1.874478853,R3,7,17.95755783,15.03004468,stable,0.818231198,stay
V1540,1441,96.99120461,87.43073341,20.98157208,63,urban,RSU_1,18.86518842,20,0,5.690241975,132.4806048,88.06622115,981.6168925,8.034227925,R1,9,38.31793118,39.19491844,stable,0.942544845,next-hop
V1541,1442,9.390071579,83.06227604,6.878573829,32,urban,RSU_3,20.16369924,25,1,12.16284607,84.95382979,50.35688725,674.4352008,4.959550193,R9,4,36.71436576,10.27204444,unstable,0.2301872,stay
V1542,1443,67.26021182,22.46573976,8.355060658,39,highway,RSU_3,25.00692519,20,1,7.98535262,161.8093983,119.9013134,649.1044348,4.650229026,R1,2,35.64557393,9.139731345,stable,0.209903494,stay
V1543,1444,44.37502193,39.93325802,21.11891816,97,highway,RSU_5,33.50358017,25,0,14.91771841,133.2954191,103.2767529,724.6441855,9.283326372,R4,6,38.3768148,27.12301942,unstable,0.613922093,stay
V1544,1445,86.81422544,40.96728693,13.49151551,51,rural,RSU_4,21.36291541,20,0,7.023989674,184.8852195,66.92131419,861.9369817,9.927692419,R7,8,29.38898363,18.51067201,stable,0.530573779,stay
V1545,1446,17.71497894,97.82206685,22.69869567,79,highway,RSU_5,32.46532503,10,0,8.022393859,168.5765524,97.86564259,980.775149,7.879460832,R2,5,11.97279393,30.35111933,stable,2.456212635,next-hop
V1546,1447,69.26259522,18.08919014,18.93561862,69,rural,RSU_5,27.28779551,25,1,5.903350907,123.1474097,70.5315154,768.2681617,8.133343969,R8,5,49.92611059,35.4980263,stable,0.62967781,stay
V1547,1448,83.81152896,79.91579711,11.40052933,46,urban,RSU_4,37.13602121,25,0,5.07181688,166.8898352,56.26190698,906.2201202,2.874888978,R8,6,45.14628142,15.19533053,stable,0.307831002,stay
V1548,1449,94.46142195,33.41927142,21.27069876,44,urban,RSU_3,20.82286402,25,0,13.98965835,139.4250319,79.77169695,732.1999029,2.730028981,R3,3,24.40185112,36.49667261,stable,1.468351513,next-hop
V1549,1450,68.32480283,73.08703458,7.906842007,71,highway,RSU_4,26.27141707,10,1,11.73474632,103.9332743,92.96032037,519.9285643,9.826145338,R4,8,28.86467494,49.79565912,stable,1.62688041,next-hop
V1550,1451,49.7174764,42.00110043,18.41025958,87,rural,RSU_1,17.41661918,10,0,6.334232919,130.3863583,56.28442207,947.1056546,7.255825473,R7,7,22.70979276,39.19795791,stable,1.653479421,next-hop
V1551,1452,61.78472402,57.83597631,15.92870263,40,rural,RSU_5,23.37882857,20,0,11.10202787,106.7074873,86.2884409,644.9390463,7.180388182,R5,2,33.7090179,12.82039258,stable,0.308521425,stay
V1552,1453,86.89049845,83.26117733,11.69683957,37,highway,RSU_5,27.6720111,20,0,14.55518876,80.59718239,86.04049627,569.3328207,3.575691739,R5,8,37.90130179,33.51629409,stable,0.848547645,stay
V1553,1454,57.06097466,80.4165565,20.10012494,58,rural,RSU_4,33.31850536,10,0,2.962623553,109.6154928,94.00516684,998.0807469,8.978314155,R2,5,15.42034394,5.426814654,unstable,0.262142514,stay
V1554,1455,3.03870597,86.64231835,26.78333981,34,rural,RSU_5,19.951928,10,0,5.438557257,105.1425591,67.1251947,673.6994981,1.399963575,R6,9,24.47584401,26.13731721,stable,1.053882526,next-hop
V1555,1456,93.09486955,5.961732534,29.97261749,72,urban,RSU_3,20.45230321,25,1,4.60752114,80.52042904,51.44490383,568.2691387,3.471313208,R4,9,33.8105654,28.99878645,unstable,0.82297103,stay
V1556,1457,68.9526751,69.2050553,20.19406922,57,rural,RSU_5,30.78944601,20,0,13.30718113,174.0710442,72.74002547,655.7710892,2.621271917,R5,6,49.46088743,48.75698988,stable,0.959555883,next-hop
V1557,1458,67.65133858,13.99873767,15.11764686,67,rural,RSU_4,24.56144459,20,0,4.329474284,89.23819258,77.90068348,756.9188134,7.399864708,R5,5,19.61933611,38.17424212,stable,1.871747218,next-hop
V1558,1459,21.56751524,41.5818568,10.63017751,71,rural,RSU_3,27.05237168,25,0,6.004987948,133.8870889,94.50187383,543.9785433,7.438149914,R2,8,38.52502011,36.76821134,unstable,0.88001674,stay
V1559,1460,65.88854702,54.85884151,11.42740223,91,highway,RSU_3,35.90337172,25,1,9.070190053,130.1459811,115.1120304,676.3104172,5.812583391,R8,8,20.60022936,28.95820741,unstable,1.347596738,next-hop
V1560,1461,39.38644057,40.27394847,16.98637445,47,highway,RSU_5,27.47708253,25,1,10.07422662,101.7689741,64.23698659,834.4282114,1.047335972,R1,8,9.155288887,28.09292064,unstable,3.058017541,next-hop
V1561,1462,65.1232977,51.96116758,14.18194253,35,highway,RSU_4,31.31248452,15,0,12.50638891,196.0242208,98.11335401,957.9660025,8.863797897,R2,8,39.6565619,49.64372516,stable,1.163203401,next-hop
V1562,1463,10.65930303,99.65263088,27.84536307,35,rural,RSU_5,31.41937604,15,0,7.295202205,152.4480326,56.81806366,698.7188423,9.600284197,R7,5,34.21880973,5.957059834,stable,0.078084447,stay
V1563,1464,65.78453046,13.52173137,14.20738669,54,rural,RSU_1,35.09029857,10,0,8.945181395,177.6215655,63.34352289,782.2821229,2.820812096,R7,8,28.1452872,18.64426576,stable,0.634221281,stay
V1564,1465,99.94137258,67.54560453,14.33611478,36,highway,RSU_1,30.95348721,20,0,14.55100698,139.5368669,85.63941581,818.0311,8.580094545,R2,6,35.376615,11.02027205,stable,0.225711958,stay
V1565,1466,4.821203886,39.60009664,14.58836281,92,highway,RSU_3,16.62024564,25,0,5.865702576,166.7374301,99.58643054,535.3767397,9.759578066,R1,4,44.56850243,19.17373696,unstable,0.332612459,stay
V1566,1467,97.71741842,13.30097989,25.91550526,71,rural,RSU_5,23.55432457,25,0,5.225224745,196.373505,110.0997975,671.1125212,3.94276711,R1,5,39.04297705,25.8628873,stable,0.622993313,stay
V1567,1468,40.69079607,15.87367634,21.26970802,31,rural,RSU_1,39.73290459,20,1,11.23778949,121.8086497,102.0732402,842.1270076,2.665511457,R1,5,43.60178403,20.38695647,stable,0.440916498,stay
V1568,1469,87.07534503,94.92731062,20.35422126,67,urban,RSU_2,19.91275722,15,0,12.02477153,140.5116623,51.07469508,867.8305432,9.797860469,R6,3,18.05084764,48.32173016,stable,2.578999846,next-hop
V1569,1470,78.23854841,87.96014967,13.35357556,41,highway,RSU_1,29.66822696,20,0,7.392125741,141.7444278,97.87519281,677.9760551,1.537689626,R7,4,41.02175828,35.62645896,stable,0.853100235,stay
V1570,1471,56.7016261,90.70419604,25.44760442,68,rural,RSU_5,36.073516,10,0,4.768725937,199.039378,107.7260393,503.3681252,3.483645777,R2,9,21.20042062,37.76202184,stable,1.746355648,next-hop
